articleCode,barcode,sizes,CurrentBasePrice,CurrentSalePrice,consignment,consignmentRp,qty,status
AR.PUB-RI022,20ARRI0298,S,97500,150000,0,52500,0,0
AR.PUB-RI022,20ARRI0299,M,97500,150000,0,52500,0,0
AR.PUB-RI022,20ARRI0300,L,97500,150000,0,52500,0,0
AR.PUB-RI022,20ARRI0301,XL,97500,150000,0,52500,0,0
AR.PUB-RI023,20ARRI0302,S,113750,175000,0,61250,0,0
AR.PUB-RI023,20ARRI0303,M,113750,175000,0,61250,0,0
AR.PUB-RI023,20ARRI0304,L,113750,175000,0,61250,0,0
AR.PUB-RI023,20ARRI0305,XL,113750,175000,0,61250,0,0
AR.PUB-RI024,20ARRI0306,S,97500,150000,0,52500,0,0
AR.PUB-RI024,20ARRI0307,M,97500,150000,0,52500,0,0
AR.PUB-RI024,20ARRI0308,L,97500,150000,0,52500,0,0
AR.PUB-RI024,20ARRI0309,XL,97500,150000,0,52500,0,0
AR.PUB-RI025,20ARRI0310,S,97500,150000,0,52500,0,0
AR.PUB-RI025,20ARRI0311,M,97500,150000,0,52500,0,0
AR.PUB-RI025,20ARRI0312,L,97500,150000,0,52500,0,0
AR.PUB-RI025,20ARRI0313,XL,97500,150000,0,52500,0,0
AR.PUB-RI026,20ARRI0314,S,97500,150000,0,52500,0,1
AR.PUB-RI026,20ARRI0315,M,97500,150000,0,52500,0,1
AR.PUB-RI026,20ARRI0316,L,97500,150000,0,52500,0,1
AR.PUB-RI026,20ARRI0317,XL,97500,150000,0,52500,0,1
AR.PUB-RI027,20ARRI0318,ALL,48750,75000,0,26250,0,0
AR.PUB-RI028,20ARRI0319,ALL,48750,75000,0,26250,0,1
AR.PUB-RI029,20ARRI0320,ALL,48750,75000,0,26250,0,0
AR.PUB-RI030,20ARRI0321,ALL,48750,75000,0,26250,0,0
AR.PUB-RJ001,20ARRJ0001,S,97500,150000,0,52500,0,0
AR.PUB-RJ001,20ARRJ0002,M,97500,150000,0,52500,0,0
AR.PUB-RJ001,20ARRJ0003,L,97500,150000,0,52500,0,0
AR.PUB-RJ001,20ARRJ0004,XL,97500,150000,0,52500,0,0
AR.PUB-RJ002,20ARRJ0005,S,97500,150000,0,52500,0,0
AR.PUB-RJ002,20ARRJ0006,M,97500,150000,0,52500,0,0
AR.PUB-RJ002,20ARRJ0007,L,97500,150000,0,52500,0,0
AR.PUB-RJ002,20ARRJ0008,XL,97500,150000,0,52500,0,0
AR.PUB-RJ003,20ARRJ0009,S,97500,150000,0,52500,0,0
AR.PUB-RJ003,20ARRJ0010,M,97500,150000,0,52500,0,0
AR.PUB-RJ003,20ARRJ0011,L,97500,150000,0,52500,0,0
AR.PUB-RJ003,20ARRJ0012,XL,97500,150000,0,52500,0,0
AR.PUB-RJ004,20ARRJ0013,S,97500,150000,0,52500,0,0
AR.PUB-RJ004,20ARRJ0014,M,97500,150000,0,52500,0,0
AR.PUB-RJ004,20ARRJ0015,L,97500,150000,0,52500,0,0
AR.PUB-RJ004,20ARRJ0016,XL,97500,150000,0,52500,0,0
AR.PUB-RJ005,20ARRJ0017,S,97500,150000,0,52500,0,0
AR.PUB-RJ005,20ARRJ0018,M,97500,150000,0,52500,0,0
AR.PUB-RJ005,20ARRJ0019,L,97500,150000,0,52500,0,0
AR.PUB-RJ005,20ARRJ0020,XL,97500,150000,0,52500,0,0
AR.PUB-RJ006,20ARRJ0021,S,224250,345000,0,120750,0,0
AR.PUB-RJ006,20ARRJ0022,M,224250,345000,0,120750,0,0
AR.PUB-RJ006,20ARRJ0023,L,224250,345000,0,120750,0,0
AR.PUB-RJ007,20ARRJ0024,S,224250,345000,0,120750,0,0
AR.PUB-RJ007,20ARRJ0025,M,224250,345000,0,120750,0,0
AR.PUB-RJ007,20ARRJ0026,L,224250,345000,0,120750,0,0
AR.PUB-RJ007,20ARRJ0027,XL,224250,345000,0,120750,0,0
AR.PUB-RJ008,20ARRJ0028,ALL,97500,150000,0,52500,0,0
AR.PUB-RJ009,20ARRJ0029,ALL,97500,150000,0,52500,0,0
AR.PUB-RJ010,20ARRJ0030,ALL,97500,150000,0,52500,0,1
AR.PUB-RJ011,20ARRJ0031,ALL,97500,150000,0,52500,0,0
AR.PUB-RJ012,20ARRJ0032,30,211250,325000,0,113750,0,0
AR.PUB-RJ012,20ARRJ0033,32,211250,325000,0,113750,0,0
AR.PUB-RJ013,20ARRJ0034,28,211250,325000,0,113750,0,0
AR.PUB-RJ013,20ARRJ0035,30,211250,325000,0,113750,0,0
AR.PUB-RJ013,20ARRJ0036,32,211250,325000,0,113750,0,0
AR.PUB-RJ013,20ARRJ0037,34,211250,325000,0,113750,0,0
AR.PUB-RJ013,20ARSE0807,36,211250,325000,0,113750,0,0
AR.PUB-RJ014,20ARRJ0038,28,211250,325000,0,113750,0,0
AR.PUB-RJ014,20ARRJ0039,30,211250,325000,0,113750,0,0
AR.PUB-RJ014,20ARRJ0040,32,211250,325000,0,113750,0,0
AR.PUB-RJ014,20ARRJ0041,34,211250,325000,0,113750,0,0
AR.PUB-RJ015,20ARRJ0229,S,97500,150000,0,52500,0,0
AR.PUB-RJ015,20ARRJ0230,M,97500,150000,0,52500,0,0
AR.PUB-RJ015,20ARRJ0231,L,97500,150000,0,52500,0,0
AR.PUB-RJ015,20ARRJ0232,XL,97500,150000,0,52500,0,0
AR.PUB-RJ016,20ARRJ0233,S,97500,150000,0,52500,0,0
AR.PUB-RJ016,20ARRJ0234,M,97500,150000,0,52500,0,0
AR.PUB-RJ016,20ARRJ0235,L,97500,150000,0,52500,0,0
AR.PUB-RJ016,20ARRJ0236,XL,97500,150000,0,52500,0,0
AR.PUB-RJ017,20ARRJ0237,S,113750,175000,0,61250,0,0
AR.PUB-RJ017,20ARRJ0238,M,113750,175000,0,61250,0,0
AR.PUB-RJ017,20ARRJ0239,L,113750,175000,0,61250,0,0
AR.PUB-RJ017,20ARRJ0240,XL,113750,175000,0,61250,0,0
AR.PUB-RJ017,20ARRL0442,30,113750,175000,0,61250,0,0
AR.PUB-RJ017,20ARRL0443,34,113750,175000,0,61250,0,0
AR.PUB-RJ017,20ARRL0444,36,113750,175000,0,61250,0,0
AR.PUB-RJ018,20ARRJ0241,S,191750,295000,0,103250,0,0
AR.PUB-RJ018,20ARRJ0242,M,191750,295000,0,103250,0,0
AR.PUB-RJ018,20ARRJ0243,L,191750,295000,0,103250,0,0
AR.PUB-RJ018,20ARRJ0244,XL,191750,295000,0,103250,0,0
AR.PUB-RJ019,20ARRJ0245,S,191750,295000,0,103250,0,0
AR.PUB-RJ019,20ARRJ0246,M,191750,295000,0,103250,0,0
AR.PUB-RJ019,20ARRJ0247,L,191750,295000,0,103250,0,0
AR.PUB-RJ019,20ARRJ0248,XL,191750,295000,0,103250,0,0
AR.PUB-RJ020,20ARRJ0249,S,204750,315000,0,110250,0,0
AR.PUB-RJ020,20ARRJ0250,M,204750,315000,0,110250,0,0
AR.PUB-RJ020,20ARRJ0251,L,204750,315000,0,110250,0,0
AR.PUB-RJ020,20ARRJ0252,XL,204750,315000,0,110250,0,0
AR.PUB-RJ021,20ARRJ0253,ALL,97500,150000,0,52500,0,0
AR.PUB-RJ022,20ARRJ0254,ALL,97500,150000,0,52500,0,0
AR.PUB-RJ023,20ARRJ0255,ALL,97500,150000,0,52500,0,0
AR.PUB-RJ024,20ARRJ0256,ALL,97500,150000,0,52500,0,0
AR.PUB-RJ025,20ARRJ0257,ALL,97500,150000,0,52500,0,0
AR.PUB-RJ026,20ARRJ0258,ALL,97500,150000,0,52500,0,1
AR.PUB-RJ027,20ARRJ0259,ALL,97500,150000,0,52500,0,0
AR.PUB-RJ028,20ARRJ0260,ALL,97500,150000,0,52500,0,0
AR.PUB-RJ029,20ARRJ0380,S,97500,150000,0,52500,0,0
AR.PUB-RJ029,20ARRJ0381,M,97500,150000,0,52500,0,0
AR.PUB-RJ029,20ARRJ0382,L,97500,150000,0,52500,0,0
AR.PUB-RJ029,20ARRJ0383,XL,97500,150000,0,52500,0,0
AR.PUB-RJ030,20ARRJ0384,S,97500,150000,0,52500,0,0
AR.PUB-RJ030,20ARRJ0385,M,97500,150000,0,52500,0,0
AR.PUB-RJ030,20ARRJ0386,L,97500,150000,0,52500,0,0
AR.PUB-RJ030,20ARRJ0387,XL,97500,150000,0,52500,0,0
AR.PUB-RJ031,20ARRJ0388,S,97500,150000,0,52500,0,0
AR.PUB-RJ031,20ARRJ0389,M,97500,150000,0,52500,0,0
AR.PUB-RJ031,20ARRJ0390,L,97500,150000,0,52500,0,0
AR.PUB-RJ031,20ARRJ0391,XL,97500,150000,0,52500,0,0
AR.PUB-RJ032,20ARRJ0392,S,97500,150000,0,52500,0,0
AR.PUB-RJ032,20ARRJ0393,M,97500,150000,0,52500,0,0
AR.PUB-RJ032,20ARRJ0394,L,97500,150000,0,52500,0,0
AR.PUB-RJ032,20ARRJ0395,XL,97500,150000,0,52500,0,0
AR.PUB-RJ033,20ARRJ0396,S,159250,245000,0,85750,0,0
AR.PUB-RJ033,20ARRJ0397,M,159250,245000,0,85750,0,0
AR.PUB-RJ033,20ARRJ0398,L,159250,245000,0,85750,0,0
AR.PUB-RJ033,20ARRJ0399,XL,159250,245000,0,85750,0,0
AR.PUB-RJ034,20ARRJ0400,S,159250,245000,0,85750,0,0
AR.PUB-RJ034,20ARRJ0401,M,159250,245000,0,85750,0,0
AR.PUB-RJ034,20ARRJ0402,L,159250,245000,0,85750,0,0
AR.PUB-RJ034,20ARRJ0403,XL,159250,245000,0,85750,0,0
AR.PUB-RJ035,20ARRJ0404,S,159250,245000,0,85750,0,0
AR.PUB-RJ035,20ARRJ0405,M,159250,245000,0,85750,0,0
AR.PUB-RJ035,20ARRJ0406,L,159250,245000,0,85750,0,0
AR.PUB-RJ035,20ARRJ0407,XL,159250,245000,0,85750,0,0
AR.PUB-RJ036,20ARRJ0408,S,159250,245000,0,85750,0,0
AR.PUB-RJ036,20ARRJ0409,M,159250,245000,0,85750,0,0
AR.PUB-RJ036,20ARRJ0410,L,159250,245000,0,85750,0,0
AR.PUB-RJ036,20ARRJ0411,XL,159250,245000,0,85750,0,0
AR.PUB-RJ037,20ARRJ0412,S,113750,175000,0,61250,0,0
AR.PUB-RJ037,20ARRJ0413,M,113750,175000,0,61250,0,0
AR.PUB-RJ037,20ARRJ0414,L,113750,175000,0,61250,0,0
AR.PUB-RJ037,20ARRJ0415,XL,113750,175000,0,61250,0,0
AR.PUB-RJ038,20ARRJ0501,S,97500,150000,0,52500,0,0
AR.PUB-RJ038,20ARRJ0502,M,97500,150000,0,52500,0,0
AR.PUB-RJ038,20ARRJ0503,L,97500,150000,0,52500,0,0
AR.PUB-RJ038,20ARRJ0504,XL,97500,150000,0,52500,0,0
AR.PUB-RJ039,20ARRJ0505,S,97500,150000,0,52500,0,0
AR.PUB-RJ039,20ARRJ0506,M,97500,150000,0,52500,0,0
AR.PUB-RJ039,20ARRJ0507,L,97500,150000,0,52500,0,0
AR.PUB-RJ039,20ARRJ0508,XL,97500,150000,0,52500,0,0
AR.PUB-RJ040,20ARRJ0509,S,97500,150000,0,52500,0,0
AR.PUB-RJ040,20ARRJ0510,M,97500,150000,0,52500,0,0
AR.PUB-RJ040,20ARRJ0511,L,97500,150000,0,52500,0,0
AR.PUB-RJ040,20ARRJ0512,XL,97500,150000,0,52500,0,0
AR.PUB-RJ041,20ARRJ0513,S,97500,150000,0,52500,0,0
AR.PUB-RJ041,20ARRJ0514,M,97500,150000,0,52500,0,0
AR.PUB-RJ041,20ARRJ0515,L,97500,150000,0,52500,0,0
AR.PUB-RJ041,20ARRJ0516,XL,97500,150000,0,52500,0,0
AR.PUB-RJ042,20ARRJ0517,S,97500,150000,0,52500,0,0
AR.PUB-RJ042,20ARRJ0518,M,97500,150000,0,52500,0,0
AR.PUB-RJ042,20ARRJ0519,L,97500,150000,0,52500,0,0
AR.PUB-RJ042,20ARRJ0520,XL,97500,150000,0,52500,0,0
AR.PUB-RJ043,20ARRJ0521,S,97500,150000,0,52500,0,0
AR.PUB-RJ043,20ARRJ0522,M,97500,150000,0,52500,0,0
AR.PUB-RJ043,20ARRJ0523,L,97500,150000,0,52500,0,0
AR.PUB-RJ043,20ARRJ0524,XL,97500,150000,0,52500,0,0
AR.PUB-RJ044,20ARRJ0525,S,97500,150000,0,52500,0,0
AR.PUB-RJ044,20ARRJ0526,M,97500,150000,0,52500,0,0
AR.PUB-RJ044,20ARRJ0527,L,97500,150000,0,52500,0,0
AR.PUB-RJ044,20ARRJ0528,XL,97500,150000,0,52500,0,0
AR.PUB-RJ045,20ARRJ0529,S,97500,150000,0,52500,0,0
AR.PUB-RJ045,20ARRJ0530,M,97500,150000,0,52500,0,0
AR.PUB-RJ045,20ARRJ0531,L,97500,150000,0,52500,0,0
AR.PUB-RJ045,20ARRJ0532,XL,97500,150000,0,52500,0,0
AR.PUB-RJ046,20ARRJ0533,S,191750,295000,0,103250,0,0
AR.PUB-RJ046,20ARRJ0534,M,191750,295000,0,103250,0,0
AR.PUB-RJ046,20ARRJ0535,L,191750,295000,0,103250,0,0
AR.PUB-RJ046,20ARRJ0536,XL,191750,295000,0,103250,0,0
AR.PUB-RK001,20ARRK0065,S,97500,150000,0,52500,0,0
AR.PUB-RK001,20ARRK0066,M,97500,150000,0,52500,0,0
AR.PUB-RK001,20ARRK0067,L,97500,150000,0,52500,0,0
AR.PUB-RK001,20ARRK0068,XL,97500,150000,0,52500,0,0
AR.PUB-RK002,20ARRK0069,S,113750,175000,0,61250,0,0
AR.PUB-RK002,20ARRK0070,M,113750,175000,0,61250,0,0
AR.PUB-RK002,20ARRK0071,L,113750,175000,0,61250,0,0
AR.PUB-RK002,20ARRK0072,XL,113750,175000,0,61250,0,0
AR.PUB-RK003,20ARRK0073,S,224250,345000,0,120750,0,0
AR.PUB-RK003,20ARRK0074,M,224250,345000,0,120750,0,0
AR.PUB-RK003,20ARRK0075,L,224250,345000,0,120750,0,0
AR.PUB-RK003,20ARRK0076,XL,224250,345000,0,120750,0,0
AR.PUB-RK004,20ARRK0375,ALL,97500,150000,0,52500,0,0
AR.PUB-RK005,20ARRK0376,ALL,97500,150000,0,52500,0,0
AR.PUB-RK006,20ARRK0377,ALL,97500,150000,0,52500,0,1
AR.PUB-RK007,20ARRK0378,S,97500,150000,0,52500,0,0
AR.PUB-RK007,20ARRK0379,M,97500,150000,0,52500,0,0
AR.PUB-RK007,20ARRK0380,L,97500,150000,0,52500,0,0
AR.PUB-RK007,20ARRK0381,XL,97500,150000,0,52500,0,0
AR.PUB-RK008,20ARRK0382,S,97500,150000,0,52500,0,0
AR.PUB-RK008,20ARRK0383,M,97500,150000,0,52500,0,0
AR.PUB-RK008,20ARRK0384,L,97500,150000,0,52500,0,0
AR.PUB-RK008,20ARRK0385,XL,97500,150000,0,52500,0,0
AR.PUB-RK009,20ARRK0386,S,191750,295000,0,103250,0,0
AR.PUB-RK009,20ARRK0387,M,191750,295000,0,103250,0,0
AR.PUB-RK009,20ARRK0388,L,191750,295000,0,103250,0,0
AR.PUB-RK009,20ARRK0389,XL,191750,295000,0,103250,0,0
AR.PUB-RK010,20ARRK0390,S,191750,295000,0,103250,0,0
AR.PUB-RK010,20ARRK0391,M,191750,295000,0,103250,0,0
AR.PUB-RK010,20ARRK0392,L,191750,295000,0,103250,0,0
AR.PUB-RK010,20ARRK0393,XL,191750,295000,0,103250,0,0
AR.PUB-RK011,20ARRK0394,30,113750,175000,0,61250,0,0
AR.PUB-RK011,20ARRK0395,32,113750,175000,0,61250,0,0
AR.PUB-RK011,20ARRK0396,34,113750,175000,0,61250,0,0
AR.PUB-RK011,20ARRK0397,36,113750,175000,0,61250,0,0
AR.PUB-RK011,20ARSD0348,S,113750,175000,0,61250,0,0
AR.PUB-RK011,20ARSD0349,M,113750,175000,0,61250,0,0
AR.PUB-RK011,20ARSD0350,L,113750,175000,0,61250,0,0
AR.PUB-RK011,20ARSD0351,XL,113750,175000,0,61250,0,0
AR.PUB-RK012,20ARRK0454,ALL,97500,150000,0,52500,0,0
AR.PUB-RK013,20ARRK0455,ALL,97500,150000,0,52500,0,0
AR.PUB-RK014,20ARRK0456,ALL,97500,150000,0,52500,0,0
AR.PUB-RK015,20ARRK0457,ALL,97500,150000,0,52500,0,0
AR.PUB-RK016,20ARRK0458,ALL,97500,150000,0,52500,0,0
AR.PUB-RK017,20ARRK0459,S,97500,150000,0,52500,0,0
AR.PUB-RK017,20ARRK0460,M,97500,150000,0,52500,0,0
AR.PUB-RK017,20ARRK0461,L,97500,150000,0,52500,0,0
AR.PUB-RK017,20ARRK0462,XL,97500,150000,0,52500,0,0
AR.PUB-RK018,20ARRK0463,S,191750,295000,0,103250,0,0
AR.PUB-RK018,20ARRK0464,M,191750,295000,0,103250,0,0
AR.PUB-RK018,20ARRK0465,L,191750,295000,0,103250,0,0
AR.PUB-RK018,20ARRK0466,XL,191750,295000,0,103250,0,0
AR.PUB-RL001,20ARRL0113,ALL,97500,150000,0,52500,0,0
AR.PUB-RL002,20ARRL0114,ALL,97500,150000,0,52500,0,0
AR.PUB-RL003,20ARRL0115,S,97500,150000,0,52500,0,0
AR.PUB-RL003,20ARRL0116,M,97500,150000,0,52500,0,0
AR.PUB-RL003,20ARRL0117,L,97500,150000,0,52500,0,0
AR.PUB-RL003,20ARRL0118,XL,97500,150000,0,52500,0,0
AR.PUB-RL004,20ARRL0119,S,97500,150000,0,52500,0,0
AR.PUB-RL004,20ARRL0120,M,97500,150000,0,52500,0,0
AR.PUB-RL004,20ARRL0121,L,97500,150000,0,52500,0,0
AR.PUB-RL004,20ARRL0122,XL,97500,150000,0,52500,0,0
AR.PUB-RL005,20ARRL0123,S,97500,150000,0,52500,0,0
AR.PUB-RL005,20ARRL0124,M,97500,150000,0,52500,0,0
AR.PUB-RL005,20ARRL0125,L,97500,150000,0,52500,0,0
AR.PUB-RL005,20ARRL0126,XL,97500,150000,0,52500,0,0
AR.PUB-RL006,20ARRL0127,S,97500,150000,0,52500,0,0
AR.PUB-RL006,20ARRL0128,M,97500,150000,0,52500,0,0
AR.PUB-RL006,20ARRL0129,L,97500,150000,0,52500,0,0
AR.PUB-RL006,20ARRL0130,XL,97500,150000,0,52500,0,0
AR.PUB-RL007,20ARRL0131,S,97500,150000,0,52500,0,0
AR.PUB-RL007,20ARRL0132,M,97500,150000,0,52500,0,0
AR.PUB-RL007,20ARRL0133,L,97500,150000,0,52500,0,0
AR.PUB-RL007,20ARRL0134,XL,97500,150000,0,52500,0,0
AR.PUB-RL008,20ARRL0135,M,191750,295000,0,103250,0,0
AR.PUB-RL008,20ARRL0136,L,191750,295000,0,103250,0,0
AR.PUB-RL008,20ARRL0137,XL,191750,295000,0,103250,0,0
AR.PUB-RL009,20ARRL0138,S,159250,245000,0,85750,0,0
AR.PUB-RL009,20ARRL0139,M,159250,245000,0,85750,0,0
AR.PUB-RL009,20ARRL0140,L,159250,245000,0,85750,0,0
AR.PUB-RL009,20ARRL0141,XL,159250,245000,0,85750,0,0
AR.PUB-RL010,20ARRL0142,S,159250,245000,0,85750,0,0
AR.PUB-RL010,20ARRL0143,M,159250,245000,0,85750,0,0
AR.PUB-RL010,20ARRL0144,L,159250,245000,0,85750,0,0
AR.PUB-RL010,20ARRL0145,XL,159250,245000,0,85750,0,0
AR.PUB-RL011,20ARRL0146,S,159250,245000,0,85750,0,0
AR.PUB-RL011,20ARRL0147,M,159250,245000,0,85750,0,0
AR.PUB-RL011,20ARRL0148,L,159250,245000,0,85750,0,0
AR.PUB-RL011,20ARRL0149,XL,159250,245000,0,85750,0,0
AR.PUB-RL012,20ARRL0150,S,159250,245000,0,85750,0,0
AR.PUB-RL012,20ARRL0151,M,159250,245000,0,85750,0,0
AR.PUB-RL012,20ARRL0152,L,159250,245000,0,85750,0,0
AR.PUB-RL012,20ARRL0153,XL,159250,245000,0,85750,0,0
AR.PUB-RL013,20ARRL0154,S,159250,245000,0,85750,0,0
AR.PUB-RL013,20ARRL0155,M,159250,245000,0,85750,0,0
AR.PUB-RL013,20ARRL0156,L,159250,245000,0,85750,0,0
AR.PUB-RL013,20ARRL0157,XL,159250,245000,0,85750,0,0
AR.PUB-RL014,20ARRL0158,S,191750,295000,0,103250,0,1
AR.PUB-RL014,20ARRL0159,M,191750,295000,0,103250,0,1
AR.PUB-RL014,20ARRL0160,L,191750,295000,0,103250,0,1
AR.PUB-RL014,20ARRL0161,XL,191750,295000,0,103250,0,1
AR.PUB-RL015,20ARRL0162,ALL,97500,150000,0,52500,0,0
AR.PUB-RL016,20ARRL0163,ALL,97500,150000,0,52500,0,0
AR.PUB-RL017,20ARRL0164,28,211250,325000,0,113750,0,0
AR.PUB-RL017,20ARRL0165,30,211250,325000,0,113750,0,0
AR.PUB-RL017,20ARRL0166,32,211250,325000,0,113750,0,0
AR.PUB-RL017,20ARRL0167,34,211250,325000,0,113750,0,0
AR.PUB-RL018,20ARRL0168,S,191750,295000,0,103250,0,1
AR.PUB-RL018,20ARRL0169,M,191750,295000,0,103250,0,1
AR.PUB-RL018,20ARRL0170,L,191750,295000,0,103250,0,1
AR.PUB-RL018,20ARRL0171,XL,191750,295000,0,103250,0,1
AR.PUB-RL019,20ARRL0192,S,97500,150000,0,52500,0,0
AR.PUB-RL019,20ARRL0193,M,97500,150000,0,52500,0,0
AR.PUB-RL019,20ARRL0194,L,97500,150000,0,52500,0,0
AR.PUB-RL019,20ARRL0195,XL,97500,150000,0,52500,0,0
AR.PUB-RL020,20ARRL0196,S,97500,150000,0,52500,0,1
AR.PUB-RL020,20ARRL0197,M,97500,150000,0,52500,0,1
AR.PUB-RL020,20ARRL0198,L,97500,150000,0,52500,0,1
AR.PUB-RL020,20ARRL0199,XL,97500,150000,0,52500,0,1
AR.PUB-RL021,20ARRL0200,ALL,97500,150000,0,52500,0,0
AR.PUB-RL022,20ARRL0201,ALL,97500,150000,0,52500,0,0
AR.PUB-RL023,20ARRL0416,S,97500,150000,0,52500,0,0
AR.PUB-RL023,20ARRL0417,M,97500,150000,0,52500,0,0
AR.PUB-RL023,20ARRL0418,L,97500,150000,0,52500,0,0
AR.PUB-RL023,20ARRL0419,XL,97500,150000,0,52500,0,0
AR.PUB-RL024,20ARRL0420,S,97500,150000,0,52500,0,0
AR.PUB-RL024,20ARRL0421,M,97500,150000,0,52500,0,0
AR.PUB-RL024,20ARRL0422,L,97500,150000,0,52500,0,0
AR.PUB-RL024,20ARRL0423,XL,97500,150000,0,52500,0,0
AR.PUB-RL025,20ARRL0424,S,97500,150000,0,52500,0,0
AR.PUB-RL025,20ARRL0425,M,97500,150000,0,52500,0,0
AR.PUB-RL025,20ARRL0426,L,97500,150000,0,52500,0,0
AR.PUB-RL025,20ARRL0427,XL,97500,150000,0,52500,0,0
AR.PUB-RL026,20ARRL0428,S,97500,150000,0,52500,0,0
AR.PUB-RL026,20ARRL0429,M,97500,150000,0,52500,0,0
AR.PUB-RL026,20ARRL0430,L,97500,150000,0,52500,0,0
AR.PUB-RL026,20ARRL0431,XL,97500,150000,0,52500,0,0
AR.PUB-RL027,20ARRL0432,S,191750,295000,0,103250,0,0
AR.PUB-RL027,20ARRL0433,M,191750,295000,0,103250,0,0
AR.PUB-RL027,20ARRL0434,L,191750,295000,0,103250,0,0
AR.PUB-RL027,20ARRL0435,XL,191750,295000,0,103250,0,0
AR.PUB-RL028,20ARRL0436,ALL,97500,150000,0,52500,0,0
AR.PUB-RL029,20ARRL0437,ALL,97500,150000,0,52500,0,0
AR.PUB-RL030,20ARRL0438,ALL,97500,150000,0,52500,0,0
AR.PUB-RL031,20ARRL0439,ALL,97500,150000,0,52500,0,0
AR.PUB-RL032,20ARRL0440,ALL,113750,175000,0,61250,0,0
AR.PUB-SA001,20ARSA0078,S,97500,150000,0,52500,0,0
AR.PUB-SA001,20ARSA0079,M,97500,150000,0,52500,0,0
AR.PUB-SA001,20ARSA0080,L,97500,150000,0,52500,0,0
AR.PUB-SA001,20ARSA0081,XL,97500,150000,0,52500,0,0
AR.PUB-SA002,20ARSA0128,S,224250,345000,0,120750,0,0
AR.PUB-SA002,20ARSA0129,M,224250,345000,0,120750,0,0
AR.PUB-SA002,20ARSA0130,L,224250,345000,0,120750,0,0
AR.PUB-SA002,20ARSA0131,XL,224250,345000,0,120750,0,0
AR.PUB-SA003,20ARSA0231,S,97500,150000,0,52500,0,0
AR.PUB-SA003,20ARSA0232,M,97500,150000,0,52500,0,0
AR.PUB-SA003,20ARSA0233,L,97500,150000,0,52500,0,0
AR.PUB-SA003,20ARSA0234,XL,97500,150000,0,52500,0,0
AR.PUB-SA004,20ARSA0235,S,97500,150000,0,52500,0,1
AR.PUB-SA004,20ARSA0236,M,97500,150000,0,52500,0,1
AR.PUB-SA004,20ARSA0237,L,97500,150000,0,52500,0,1
AR.PUB-SA004,20ARSA0238,XL,97500,150000,0,52500,0,1
AR.PUB-SA005,20ARSA0239,M,191750,295000,0,103250,0,0
AR.PUB-SA005,20ARSA0240,L,191750,295000,0,103250,0,0
AR.PUB-SA006,20ARSA0317,S,97500,150000,0,52500,0,0
AR.PUB-SA006,20ARSA0318,M,97500,150000,0,52500,0,0
AR.PUB-SA006,20ARSA0319,L,97500,150000,0,52500,0,0
AR.PUB-SA006,20ARSA0320,XL,97500,150000,0,52500,0,0
AR.PUB-SA007,20ARSA0321,S,97500,150000,0,52500,0,0
AR.PUB-SA007,20ARSA0322,M,97500,150000,0,52500,0,0
AR.PUB-SA007,20ARSA0323,L,97500,150000,0,52500,0,0
AR.PUB-SA007,20ARSA0324,XL,97500,150000,0,52500,0,0
AR.PUB-SA008,20ARSA0325,S,204750,315000,0,110250,0,0
AR.PUB-SA008,20ARSA0326,M,204750,315000,0,110250,0,0
AR.PUB-SA008,20ARSA0327,L,204750,315000,0,110250,0,0
AR.PUB-SA008,20ARSA0328,XL,204750,315000,0,110250,0,0
AR.PUB-SA009,20ARSA0329,S,224250,345000,0,120750,0,0
AR.PUB-SA009,20ARSA0330,M,224250,345000,0,120750,0,0
AR.PUB-SA009,20ARSA0331,L,224250,345000,0,120750,0,0
AR.PUB-SA009,20ARSA0332,XL,224250,345000,0,120750,0,0
AR.PUB-SA010,20ARSA0333,28,211250,325000,0,113750,0,0
AR.PUB-SA010,20ARSA0334,30,211250,325000,0,113750,0,0
AR.PUB-SA010,20ARSA0335,32,211250,325000,0,113750,0,0
AR.PUB-SA010,20ARSA0336,34,211250,325000,0,113750,0,0
AR.PUB-SA010,20ARSA0337,36,211250,325000,0,113750,0,0
AR.PUB-SB001,20ARSB0005,ALL,97500,150000,0,52500,0,0
AR.PUB-SB002,20ARSB0006,ALL,97500,150000,0,52500,0,0
AR.PUB-SB003,20ARSB0007,ALL,97500,150000,0,52500,0,0
AR.PUB-SB004,20ARSB0008,ALL,97500,150000,0,52500,0,0
AR.PUB-SB005,20ARSB0009,ALL,97500,150000,0,52500,0,0
AR.PUB-SB006,20ARSB0010,ALL,97500,150000,0,52500,0,0
AR.PUB-SB007,20ARSB0011,ALL,97500,150000,0,52500,0,0
AR.PUB-SB008,20ARSB0012,ALL,97500,150000,0,52500,0,0
AR.PUB-SB008,20ARSC0116,L,97500,150000,0,52500,0,0
AR.PUB-SB009,20ARSB0013,ALL,97500,150000,0,52500,0,1
AR.PUB-SB010,20ARSB0014,ALL,97500,150000,0,52500,0,1
AR.PUB-SB011,20ARSB0015,28,211250,325000,0,113750,0,0
AR.PUB-SB011,20ARSB0016,30,211250,325000,0,113750,0,0
AR.PUB-SB011,20ARSB0017,32,211250,325000,0,113750,0,0
AR.PUB-SB011,20ARSB0018,34,211250,325000,0,113750,0,0
AR.PUB-SB011,20ARSB0019,36,211250,325000,0,113750,0,0
